aid,acid,aeid,asid,assay_source_name,assay_source_long_name,assay_source_desc,assay_name,assay_desc,timepoint_hr,organism_id,organism,tissue,cell_format,cell_free_component_source,cell_short_name,cell_growth_mode,assay_footprint,assay_format_type,assay_format_type_sub,content_readout_type,dilution_solvent,dilution_solvent_percent_max,assay_component_name,assay_component_desc,assay_component_target_desc,parameter_readout_type,assay_design_type,assay_design_type_sub,biological_process_target,detection_technology_type,detection_technology_type_sub,detection_technology,signal_direction_type,key_assay_reagent_type,key_assay_reagent,technological_target_type,technological_target_type_sub,assay_component_endpoint_name,export_ready,internal_ready,assay_component_endpoint_desc,assay_function_type,normalized_data_type,analysis_direction,burst_assay,key_positive_control,signal_direction,intended_target_type,intended_target_type_sub,intended_target_family,intended_target_family_sub,fit_all,reagent_arid,reagent_reagent_name_value,reagent_reagent_name_value_type,reagent_culture_or_assay
5,53,1439,3,ATG,Attagene,"Attagene Inc. is a CRO offering a unique screening service using its proprietary multiplexed pathway profiling platform, the FACTORIAL.",ATG_CIS,"ATG_CIS is a cell-based, multiplexed-readout assay that uses HepG2, a human liver cell line, with measurements taken at 24 hours after chemical dosing in a 24-well plate.",24,9606,human,liver,cell line,\N,HepG2,adherent,microplate: 24-well plate,cell-based,cell-based format,multiplexed,DMSO,1,ATG_HSE_CIS,"ATG_HSE_CIS, is one of 52 assay component(s) measured or calculated from the ATG_CIS assay. It is designed to make measurements of mRNA induction, a form of inducible reporter, as detected with fluorescence intensity signals by Reverse transcription polymerase chain reaction (RT-PCR) and Capillary electrophoresis technology.","Changes to fluorescence intensity signals are indicative of inducible changes in transcription factor activity. This is quantified by the level of mRNA reporter sequence unique to the cis-acting reporter gene HSE, which is responsive to the endogenous human heat shock transcription factor 1 [GeneSymbol:HSF1 | GeneID:3297 | Uniprot_SwissProt_Accession:Q00613].",single,inducible reporter,mRNA induction,regulation of transcription factor activity,Fluorescence,Fluorescence intensity,RT-PCR and Capillary electrophoresis,gain,inducer,HSE RTU,rna,mRNA,ATG_HSE_CIS_dn,1,1,ATG_HSE_CIS_dn was not developed or optimized to detect loss of signal. Use data with caution.,reporter gene,log2_fold_induction,negative,0,4-Hydroxynonenal,loss,protein,transcription factor,dna binding,heat shock protein,0,88|89|90|91|92|93|94|95|96|97|98|99,Cis MRTU library|FuGene 6 reagent|TriZol|DNAse I|oligo(dT) primers|Mo-MLV reverse transcriptase|Taq polymerase|6-carboxyfluorescein 5'-labeled reporter primers|HpaI|37|95|24,inducer|potentiator|extractor|potentiator|cofactor|potentiator|potentiator|coupled substrate|potentiator|media_temp_celcius_min|media_temp_celcius_max|media_time_hr,culture|culture|assay|assay|assay|assay|assay|assay|assay|assay|assay|assay
5,54,85,3,ATG,Attagene,"Attagene Inc. is a CRO offering a unique screening service using its proprietary multiplexed pathway profiling platform, the FACTORIAL.",ATG_CIS,"ATG_CIS is a cell-based, multiplexed-readout assay that uses HepG2, a human liver cell line, with measurements taken at 24 hours after chemical dosing in a 24-well plate.",24,9606,human,liver,cell line,\N,HepG2,adherent,microplate: 24-well plate,cell-based,cell-based format,multiplexed,DMSO,1,ATG_IR1_CIS,"ATG_IR1_CIS, is one of 52 assay component(s) measured or calculated from the ATG_CIS assay. It is designed to make measurements of mRNA induction, a form of inducible reporter, as detected with fluorescence intensity signals by Reverse transcription polymerase chain reaction (RT-PCR) and Capillary electrophoresis technology.","Changes to fluorescence intensity signals are indicative of inducible changes in transcription factor activity. This is quantified by the level of mRNA reporter sequence unique to the cis-acting reporter gene IR1, which is responsive to the endogenous human nuclear receptor subfamily 1, group H, member 4 [GeneSymbol:NR1H4 | GeneID:9971 | Uniprot_SwissProt_Accession:Q96RI1].",single,inducible reporter,mRNA induction,regulation of transcription factor activity,Fluorescence,Fluorescence intensity,RT-PCR and Capillary electrophoresis,gain,inducer,IR1 RTU,rna,mRNA,ATG_IR1_CIS_up,1,1,"Data from the assay component ATG_IR1_CIS was analyzed into 1 assay endpoint.  This assay endpoint, ATG_IR1_CIS_up, was analyzed in the positive fitting direction relative to DMSO as the negative control and baseline of activity.  Using a type of inducible reporter, measures of mRNA for gain-of-signal activity can be used to understand the reporter gene at the transcription factor-level as they relate to the gene NR1H4.  Furthermore, this assay endpoint can be referred to as a primary readout, because this assay has produced multiple assay endpoints where this one serves a reporter gene function.  To generalize the intended target to other relatable targets, this assay endpoint is annotated to the 'nuclear receptor' intended target family, where the subfamily is 'non-steroidal'.",reporter gene,log2_fold_induction,positive,0,\N,gain,protein,transcription factor,nuclear receptor,non-steroidal,0,88|89|90|91|92|93|94|95|96|97|98|99,Cis MRTU library|FuGene 6 reagent|TriZol|DNAse I|oligo(dT) primers|Mo-MLV reverse transcriptase|Taq polymerase|6-carboxyfluorescein 5'-labeled reporter primers|HpaI|37|95|24,inducer|potentiator|extractor|potentiator|cofactor|potentiator|potentiator|coupled substrate|potentiator|media_temp_celcius_min|media_temp_celcius_max|media_time_hr,culture|culture|assay|assay|assay|assay|assay|assay|assay|assay|assay|assay
5,54,1440,3,ATG,Attagene,"Attagene Inc. is a CRO offering a unique screening service using its proprietary multiplexed pathway profiling platform, the FACTORIAL.",ATG_CIS,"ATG_CIS is a cell-based, multiplexed-readout assay that uses HepG2, a human liver cell line, with measurements taken at 24 hours after chemical dosing in a 24-well plate.",24,9606,human,liver,cell line,\N,HepG2,adherent,microplate: 24-well plate,cell-based,cell-based format,multiplexed,DMSO,1,ATG_IR1_CIS,"ATG_IR1_CIS, is one of 52 assay component(s) measured or calculated from the ATG_CIS assay. It is designed to make measurements of mRNA induction, a form of inducible reporter, as detected with fluorescence intensity signals by Reverse transcription polymerase chain reaction (RT-PCR) and Capillary electrophoresis technology.","Changes to fluorescence intensity signals are indicative of inducible changes in transcription factor activity. This is quantified by the level of mRNA reporter sequence unique to the cis-acting reporter gene IR1, which is responsive to the endogenous human nuclear receptor subfamily 1, group H, member 4 [GeneSymbol:NR1H4 | GeneID:9971 | Uniprot_SwissProt_Accession:Q96RI1].",single,inducible reporter,mRNA induction,regulation of transcription factor activity,Fluorescence,Fluorescence intensity,RT-PCR and Capillary electrophoresis,gain,inducer,IR1 RTU,rna,mRNA,ATG_IR1_CIS_dn,1,1,ATG_IR1_CIS_dn was not developed or optimized to detect loss of signal. Use data with caution.,reporter gene,log2_fold_induction,negative,0,\N,loss,protein,transcription factor,nuclear receptor,non-steroidal,0,88|89|90|91|92|93|94|95|96|97|98|99,Cis MRTU library|FuGene 6 reagent|TriZol|DNAse I|oligo(dT) primers|Mo-MLV reverse transcriptase|Taq polymerase|6-carboxyfluorescein 5'-labeled reporter primers|HpaI|37|95|24,inducer|potentiator|extractor|potentiator|cofactor|potentiator|potentiator|coupled substrate|potentiator|media_temp_celcius_min|media_temp_celcius_max|media_time_hr,culture|culture|assay|assay|assay|assay|assay|assay|assay|assay|assay|assay
5,55,86,3,ATG,Attagene,"Attagene Inc. is a CRO offering a unique screening service using its proprietary multiplexed pathway profiling platform, the FACTORIAL.",ATG_CIS,"ATG_CIS is a cell-based, multiplexed-readout assay that uses HepG2, a human liver cell line, with measurements taken at 24 hours after chemical dosing in a 24-well plate.",24,9606,human,liver,cell line,\N,HepG2,adherent,microplate: 24-well plate,cell-based,cell-based format,multiplexed,DMSO,1,ATG_ISRE_CIS,"ATG_ISRE_CIS, is one of 52 assay component(s) measured or calculated from the ATG_CIS assay. It is designed to make measurements of mRNA induction, a form of inducible reporter, as detected with fluorescence intensity signals by Reverse transcription polymerase chain reaction (RT-PCR) and Capillary electrophoresis technology.","Changes to fluorescence intensity signals are indicative of inducible changes in transcription factor activity. This is quantified by the level of mRNA reporter sequence unique to the cis-acting reporter gene response element ISRE, which is responsive to the endogenous human interferon regulatory factor 1 [GeneSymbol:IRF1 | GeneID:3659 | Uniprot_SwissProt_Accession:P10914].",single,inducible reporter,mRNA induction,regulation of transcription factor activity,Fluorescence,Fluorescence intensity,RT-PCR and Capillary electrophoresis,gain,inducer,ISRE RTU,rna,mRNA,ATG_ISRE_CIS_up,1,1,"Data from the assay component ATG_ISRE_CIS was analyzed into 1 assay endpoint.  This assay endpoint, ATG_ISRE_CIS_up, was analyzed in the positive fitting direction relative to DMSO as the negative control and baseline of activity.  Using a type of inducible reporter, measures of mRNA for gain-of-signal activity can be used to understand the reporter gene at the transcription factor-level as they relate to the gene IRF1.  Furthermore, this assay endpoint can be referred to as a primary readout, because this assay has produced multiple assay endpoints where this one serves a reporter gene function.  To generalize the intended target to other relatable targets, this assay endpoint is annotated to the 'dna binding' intended target family, where the subfamily is 'interferon regulatory factors'.",reporter gene,log2_fold_induction,positive,0,\N,gain,protein,transcription factor,dna binding,interferon regulatory factors,0,88|89|90|91|92|93|94|95|96|97|98|99,Cis MRTU library|FuGene 6 reagent|TriZol|DNAse I|oligo(dT) primers|Mo-MLV reverse transcriptase|Taq polymerase|6-carboxyfluorescein 5'-labeled reporter primers|HpaI|37|95|24,inducer|potentiator|extractor|potentiator|cofactor|potentiator|potentiator|coupled substrate|potentiator|media_temp_celcius_min|media_temp_celcius_max|media_time_hr,culture|culture|assay|assay|assay|assay|assay|assay|assay|assay|assay|assay
5,55,1441,3,ATG,Attagene,"Attagene Inc. is a CRO offering a unique screening service using its proprietary multiplexed pathway profiling platform, the FACTORIAL.",ATG_CIS,"ATG_CIS is a cell-based, multiplexed-readout assay that uses HepG2, a human liver cell line, with measurements taken at 24 hours after chemical dosing in a 24-well plate.",24,9606,human,liver,cell line,\N,HepG2,adherent,microplate: 24-well plate,cell-based,cell-based format,multiplexed,DMSO,1,ATG_ISRE_CIS,"ATG_ISRE_CIS, is one of 52 assay component(s) measured or calculated from the ATG_CIS assay. It is designed to make measurements of mRNA induction, a form of inducible reporter, as detected with fluorescence intensity signals by Reverse transcription polymerase chain reaction (RT-PCR) and Capillary electrophoresis technology.","Changes to fluorescence intensity signals are indicative of inducible changes in transcription factor activity. This is quantified by the level of mRNA reporter sequence unique to the cis-acting reporter gene response element ISRE, which is responsive to the endogenous human interferon regulatory factor 1 [GeneSymbol:IRF1 | GeneID:3659 | Uniprot_SwissProt_Accession:P10914].",single,inducible reporter,mRNA induction,regulation of transcription factor activity,Fluorescence,Fluorescence intensity,RT-PCR and Capillary electrophoresis,gain,inducer,ISRE RTU,rna,mRNA,ATG_ISRE_CIS_dn,1,1,ATG_ISRE_CIS_dn was not developed or optimized to detect loss of signal. Use data with caution.,reporter gene,log2_fold_induction,negative,0,\N,loss,protein,transcription factor,dna binding,interferon regulatory factors,0,88|89|90|91|92|93|94|95|96|97|98|99,Cis MRTU library|FuGene 6 reagent|TriZol|DNAse I|oligo(dT) primers|Mo-MLV reverse transcriptase|Taq polymerase|6-carboxyfluorescein 5'-labeled reporter primers|HpaI|37|95|24,inducer|potentiator|extractor|potentiator|cofactor|potentiator|potentiator|coupled substrate|potentiator|media_temp_celcius_min|media_temp_celcius_max|media_time_hr,culture|culture|assay|assay|assay|assay|assay|assay|assay|assay|assay|assay
5,56,87,3,ATG,Attagene,"Attagene Inc. is a CRO offering a unique screening service using its proprietary multiplexed pathway profiling platform, the FACTORIAL.",ATG_CIS,"ATG_CIS is a cell-based, multiplexed-readout assay that uses HepG2, a human liver cell line, with measurements taken at 24 hours after chemical dosing in a 24-well plate.",24,9606,human,liver,cell line,\N,HepG2,adherent,microplate: 24-well plate,cell-based,cell-based format,multiplexed,DMSO,1,ATG_M_06_CIS,"ATG_M_06_CIS, is one of 52 assay component(s) measured or calculated from the ATG_CIS assay. It is designed to make measurements of mRNA induction, a form of inducible reporter, as detected with fluorescence intensity signals by Reverse transcription polymerase chain reaction (RT-PCR) and Capillary electrophoresis technology.","Changes to fluorescence intensity signals are indicative of inducible changes in transcription factor activity. This is quantified by the level of mRNA reporter sequence unique to the cis-acting reporter gene M06, which is used as an internal marker.",single,inducible reporter,mRNA induction,regulation of transcription factor activity,Fluorescence,Fluorescence intensity,RT-PCR and Capillary electrophoresis,none,inducer,M06 RTU,rna,mRNA,ATG_M_06_CIS_up,1,1,"Data from the assay component ATG_M_06_CIS was analyzed into 1 assay endpoint.  This assay endpoint, ATG_M_06_CIS_up, was analyzed in the positive fitting direction relative to DMSO as the negative control and baseline of activity.  Using a type of inducible reporter, measures of mRNA for gain-of-signal activity can be used to understand the background control at the transcription factor-level as they relate to the gene .  Furthermore, this assay endpoint can be referred to as a secondary readout, because this assay has produced multiple assay endpoints where this one serves a background control function.  To generalize the intended target to other relatable targets, this assay endpoint is annotated to the 'background measurement' intended target family, where the subfamily is 'internal marker'.",background control,log2_fold_induction,positive,0,\N,gain,protein,transcription factor,background measurement,internal marker,0,88|89|90|91|92|93|94|95|96|97|98|99,Cis MRTU library|FuGene 6 reagent|TriZol|DNAse I|oligo(dT) primers|Mo-MLV reverse transcriptase|Taq polymerase|6-carboxyfluorescein 5'-labeled reporter primers|HpaI|37|95|24,inducer|potentiator|extractor|potentiator|cofactor|potentiator|potentiator|coupled substrate|potentiator|media_temp_celcius_min|media_temp_celcius_max|media_time_hr,culture|culture|assay|assay|assay|assay|assay|assay|assay|assay|assay|assay
5,56,1449,3,ATG,Attagene,"Attagene Inc. is a CRO offering a unique screening service using its proprietary multiplexed pathway profiling platform, the FACTORIAL.",ATG_CIS,"ATG_CIS is a cell-based, multiplexed-readout assay that uses HepG2, a human liver cell line, with measurements taken at 24 hours after chemical dosing in a 24-well plate.",24,9606,human,liver,cell line,\N,HepG2,adherent,microplate: 24-well plate,cell-based,cell-based format,multiplexed,DMSO,1,ATG_M_06_CIS,"ATG_M_06_CIS, is one of 52 assay component(s) measured or calculated from the ATG_CIS assay. It is designed to make measurements of mRNA induction, a form of inducible reporter, as detected with fluorescence intensity signals by Reverse transcription polymerase chain reaction (RT-PCR) and Capillary electrophoresis technology.","Changes to fluorescence intensity signals are indicative of inducible changes in transcription factor activity. This is quantified by the level of mRNA reporter sequence unique to the cis-acting reporter gene M06, which is used as an internal marker.",single,inducible reporter,mRNA induction,regulation of transcription factor activity,Fluorescence,Fluorescence intensity,RT-PCR and Capillary electrophoresis,none,inducer,M06 RTU,rna,mRNA,ATG_M_06_CIS_dn,1,1,ATG_M_06_CIS_dn was not developed or optimized to detect loss of signal. Use data with caution.,background control,log2_fold_induction,negative,0,\N,loss,protein,transcription factor,background measurement,internal marker,0,88|89|90|91|92|93|94|95|96|97|98|99,Cis MRTU library|FuGene 6 reagent|TriZol|DNAse I|oligo(dT) primers|Mo-MLV reverse transcriptase|Taq polymerase|6-carboxyfluorescein 5'-labeled reporter primers|HpaI|37|95|24,inducer|potentiator|extractor|potentiator|cofactor|potentiator|potentiator|coupled substrate|potentiator|media_temp_celcius_min|media_temp_celcius_max|media_time_hr,culture|culture|assay|assay|assay|assay|assay|assay|assay|assay|assay|assay
5,57,88,3,ATG,Attagene,"Attagene Inc. is a CRO offering a unique screening service using its proprietary multiplexed pathway profiling platform, the FACTORIAL.",ATG_CIS,"ATG_CIS is a cell-based, multiplexed-readout assay that uses HepG2, a human liver cell line, with measurements taken at 24 hours after chemical dosing in a 24-well plate.",24,9606,human,liver,cell line,\N,HepG2,adherent,microplate: 24-well plate,cell-based,cell-based format,multiplexed,DMSO,1,ATG_M_19_CIS,"ATG_M_19_CIS, is one of 52 assay component(s) measured or calculated from the ATG_CIS assay. It is designed to make measurements of mRNA induction, a form of inducible reporter, as detected with fluorescence intensity signals by Reverse transcription polymerase chain reaction (RT-PCR) and Capillary electrophoresis technology.","Changes to fluorescence intensity signals are indicative of inducible changes in transcription factor activity. This is quantified by the level of mRNA reporter sequence unique to the cis-acting reporter gene M19, which is used as an internal marker.",single,inducible reporter,mRNA induction,regulation of transcription factor activity,Fluorescence,Fluorescence intensity,RT-PCR and Capillary electrophoresis,none,inducer,M19 RTU,rna,mRNA,ATG_M_19_CIS_up,1,1,"Data from the assay component ATG_M_19_CIS was analyzed into 1 assay endpoint.  This assay endpoint, ATG_M_19_CIS_up, was analyzed in the positive fitting direction relative to DMSO as the negative control and baseline of activity.  Using a type of inducible reporter, measures of mRNA for gain-of-signal activity can be used to understand the background control at the transcription factor-level as they relate to the gene .  Furthermore, this assay endpoint can be referred to as a secondary readout, because this assay has produced multiple assay endpoints where this one serves a background control function.  To generalize the intended target to other relatable targets, this assay endpoint is annotated to the 'background measurement' intended target family, where the subfamily is 'internal marker'.",background control,log2_fold_induction,positive,0,4-Hydroxynonenal,gain,protein,transcription factor,background measurement,internal marker,0,88|89|90|91|92|93|94|95|96|97|98|99,Cis MRTU library|FuGene 6 reagent|TriZol|DNAse I|oligo(dT) primers|Mo-MLV reverse transcriptase|Taq polymerase|6-carboxyfluorescein 5'-labeled reporter primers|HpaI|37|95|24,inducer|potentiator|extractor|potentiator|cofactor|potentiator|potentiator|coupled substrate|potentiator|media_temp_celcius_min|media_temp_celcius_max|media_time_hr,culture|culture|assay|assay|assay|assay|assay|assay|assay|assay|assay|assay
5,57,1451,3,ATG,Attagene,"Attagene Inc. is a CRO offering a unique screening service using its proprietary multiplexed pathway profiling platform, the FACTORIAL.",ATG_CIS,"ATG_CIS is a cell-based, multiplexed-readout assay that uses HepG2, a human liver cell line, with measurements taken at 24 hours after chemical dosing in a 24-well plate.",24,9606,human,liver,cell line,\N,HepG2,adherent,microplate: 24-well plate,cell-based,cell-based format,multiplexed,DMSO,1,ATG_M_19_CIS,"ATG_M_19_CIS, is one of 52 assay component(s) measured or calculated from the ATG_CIS assay. It is designed to make measurements of mRNA induction, a form of inducible reporter, as detected with fluorescence intensity signals by Reverse transcription polymerase chain reaction (RT-PCR) and Capillary electrophoresis technology.","Changes to fluorescence intensity signals are indicative of inducible changes in transcription factor activity. This is quantified by the level of mRNA reporter sequence unique to the cis-acting reporter gene M19, which is used as an internal marker.",single,inducible reporter,mRNA induction,regulation of transcription factor activity,Fluorescence,Fluorescence intensity,RT-PCR and Capillary electrophoresis,none,inducer,M19 RTU,rna,mRNA,ATG_M_19_CIS_dn,1,1,ATG_M_19_CIS_dn was not developed or optimized to detect loss of signal. Use data with caution.,background control,log2_fold_induction,negative,0,4-Hydroxynonenal,loss,protein,transcription factor,background measurement,internal marker,0,88|89|90|91|92|93|94|95|96|97|98|99,Cis MRTU library|FuGene 6 reagent|TriZol|DNAse I|oligo(dT) primers|Mo-MLV reverse transcriptase|Taq polymerase|6-carboxyfluorescein 5'-labeled reporter primers|HpaI|37|95|24,inducer|potentiator|extractor|potentiator|cofactor|potentiator|potentiator|coupled substrate|potentiator|media_temp_celcius_min|media_temp_celcius_max|media_time_hr,culture|culture|assay|assay|assay|assay|assay|assay|assay|assay|assay|assay
5,58,89,3,ATG,Attagene,"Attagene Inc. is a CRO offering a unique screening service using its proprietary multiplexed pathway profiling platform, the FACTORIAL.",ATG_CIS,"ATG_CIS is a cell-based, multiplexed-readout assay that uses HepG2, a human liver cell line, with measurements taken at 24 hours after chemical dosing in a 24-well plate.",24,9606,human,liver,cell line,\N,HepG2,adherent,microplate: 24-well plate,cell-based,cell-based format,multiplexed,DMSO,1,ATG_M_32_CIS,"ATG_M_32_CIS, is one of 52 assay component(s) measured or calculated from the ATG_CIS assay. It is designed to make measurements of mRNA induction, a form of inducible reporter, as detected with fluorescence intensity signals by Reverse transcription polymerase chain reaction (RT-PCR) and Capillary electrophoresis technology.","Changes to fluorescence intensity signals are indicative of inducible changes in transcription factor activity. This is quantified by the level of mRNA reporter sequence unique to the cis-acting reporter gene M32, which is used as an internal marker.",single,inducible reporter,mRNA induction,regulation of transcription factor activity,Fluorescence,Fluorescence intensity,RT-PCR and Capillary electrophoresis,none,inducer,M32 RTU,rna,mRNA,ATG_M_32_CIS_up,1,1,"Data from the assay component ATG_M_32_CIS was analyzed into 1 assay endpoint.  This assay endpoint, ATG_M_32_CIS_up, was analyzed in the positive fitting direction relative to DMSO as the negative control and baseline of activity.  Using a type of inducible reporter, measures of mRNA for gain-of-signal activity can be used to understand the background control at the transcription factor-level as they relate to the gene .  Furthermore, this assay endpoint can be referred to as a secondary readout, because this assay has produced multiple assay endpoints where this one serves a background control function.  To generalize the intended target to other relatable targets, this assay endpoint is annotated to the 'background measurement' intended target family, where the subfamily is 'internal marker'.",background control,log2_fold_induction,positive,0,\N,gain,protein,transcription factor,background measurement,internal marker,0,88|89|90|91|92|93|94|95|96|97|98|99,Cis MRTU library|FuGene 6 reagent|TriZol|DNAse I|oligo(dT) primers|Mo-MLV reverse transcriptase|Taq polymerase|6-carboxyfluorescein 5'-labeled reporter primers|HpaI|37|95|24,inducer|potentiator|extractor|potentiator|cofactor|potentiator|potentiator|coupled substrate|potentiator|media_temp_celcius_min|media_temp_celcius_max|media_time_hr,culture|culture|assay|assay|assay|assay|assay|assay|assay|assay|assay|assay
5,58,1453,3,ATG,Attagene,"Attagene Inc. is a CRO offering a unique screening service using its proprietary multiplexed pathway profiling platform, the FACTORIAL.",ATG_CIS,"ATG_CIS is a cell-based, multiplexed-readout assay that uses HepG2, a human liver cell line, with measurements taken at 24 hours after chemical dosing in a 24-well plate.",24,9606,human,liver,cell line,\N,HepG2,adherent,microplate: 24-well plate,cell-based,cell-based format,multiplexed,DMSO,1,ATG_M_32_CIS,"ATG_M_32_CIS, is one of 52 assay component(s) measured or calculated from the ATG_CIS assay. It is designed to make measurements of mRNA induction, a form of inducible reporter, as detected with fluorescence intensity signals by Reverse transcription polymerase chain reaction (RT-PCR) and Capillary electrophoresis technology.","Changes to fluorescence intensity signals are indicative of inducible changes in transcription factor activity. This is quantified by the level of mRNA reporter sequence unique to the cis-acting reporter gene M32, which is used as an internal marker.",single,inducible reporter,mRNA induction,regulation of transcription factor activity,Fluorescence,Fluorescence intensity,RT-PCR and Capillary electrophoresis,none,inducer,M32 RTU,rna,mRNA,ATG_M_32_CIS_dn,1,1,ATG_M_32_CIS_dn was not developed or optimized to detect loss of signal. Use data with caution.,background control,log2_fold_induction,negative,0,\N,loss,protein,transcription factor,background measurement,internal marker,0,88|89|90|91|92|93|94|95|96|97|98|99,Cis MRTU library|FuGene 6 reagent|TriZol|DNAse I|oligo(dT) primers|Mo-MLV reverse transcriptase|Taq polymerase|6-carboxyfluorescein 5'-labeled reporter primers|HpaI|37|95|24,inducer|potentiator|extractor|potentiator|cofactor|potentiator|potentiator|coupled substrate|potentiator|media_temp_celcius_min|media_temp_celcius_max|media_time_hr,culture|culture|assay|assay|assay|assay|assay|assay|assay|assay|assay|assay
5,59,90,3,ATG,Attagene,"Attagene Inc. is a CRO offering a unique screening service using its proprietary multiplexed pathway profiling platform, the FACTORIAL.",ATG_CIS,"ATG_CIS is a cell-based, multiplexed-readout assay that uses HepG2, a human liver cell line, with measurements taken at 24 hours after chemical dosing in a 24-well plate.",24,9606,human,liver,cell line,\N,HepG2,adherent,microplate: 24-well plate,cell-based,cell-based format,multiplexed,DMSO,1,ATG_M_61_CIS,"ATG_M_61_CIS, is one of 52 assay component(s) measured or calculated from the ATG_CIS assay. It is designed to make measurements of mRNA induction, a form of inducible reporter, as detected with fluorescence intensity signals by Reverse transcription polymerase chain reaction (RT-PCR) and Capillary electrophoresis technology.","Changes to fluorescence intensity signals are indicative of inducible changes in transcription factor activity. This is quantified by the level of mRNA reporter sequence unique to the cis-acting reporter gene M61, which is used as an internal marker.",single,inducible reporter,mRNA induction,regulation of transcription factor activity,Fluorescence,Fluorescence intensity,RT-PCR and Capillary electrophoresis,none,inducer,M61 RTU,rna,mRNA,ATG_M_61_CIS_up,1,1,"Data from the assay component ATG_M_61_CIS was analyzed into 1 assay endpoint.  This assay endpoint, ATG_M_61_CIS_up, was analyzed in the positive fitting direction relative to DMSO as the negative control and baseline of activity.  Using a type of inducible reporter, measures of mRNA for gain-of-signal activity can be used to understand the background control at the transcription factor-level as they relate to the gene .  Furthermore, this assay endpoint can be referred to as a secondary readout, because this assay has produced multiple assay endpoints where this one serves a background control function.  To generalize the intended target to other relatable targets, this assay endpoint is annotated to the 'background measurement' intended target family, where the subfamily is 'internal marker'.",background control,log2_fold_induction,positive,0,\N,gain,protein,transcription factor,background measurement,internal marker,0,88|89|90|91|92|93|94|95|96|97|98|99,Cis MRTU library|FuGene 6 reagent|TriZol|DNAse I|oligo(dT) primers|Mo-MLV reverse transcriptase|Taq polymerase|6-carboxyfluorescein 5'-labeled reporter primers|HpaI|37|95|24,inducer|potentiator|extractor|potentiator|cofactor|potentiator|potentiator|coupled substrate|potentiator|media_temp_celcius_min|media_temp_celcius_max|media_time_hr,culture|culture|assay|assay|assay|assay|assay|assay|assay|assay|assay|assay
5,59,1455,3,ATG,Attagene,"Attagene Inc. is a CRO offering a unique screening service using its proprietary multiplexed pathway profiling platform, the FACTORIAL.",ATG_CIS,"ATG_CIS is a cell-based, multiplexed-readout assay that uses HepG2, a human liver cell line, with measurements taken at 24 hours after chemical dosing in a 24-well plate.",24,9606,human,liver,cell line,\N,HepG2,adherent,microplate: 24-well plate,cell-based,cell-based format,multiplexed,DMSO,1,ATG_M_61_CIS,"ATG_M_61_CIS, is one of 52 assay component(s) measured or calculated from the ATG_CIS assay. It is designed to make measurements of mRNA induction, a form of inducible reporter, as detected with fluorescence intensity signals by Reverse transcription polymerase chain reaction (RT-PCR) and Capillary electrophoresis technology.","Changes to fluorescence intensity signals are indicative of inducible changes in transcription factor activity. This is quantified by the level of mRNA reporter sequence unique to the cis-acting reporter gene M61, which is used as an internal marker.",single,inducible reporter,mRNA induction,regulation of transcription factor activity,Fluorescence,Fluorescence intensity,RT-PCR and Capillary electrophoresis,none,inducer,M61 RTU,rna,mRNA,ATG_M_61_CIS_dn,1,1,ATG_M_61_CIS_dn was not developed or optimized to detect loss of signal. Use data with caution.,background control,log2_fold_induction,negative,0,\N,loss,protein,transcription factor,background measurement,internal marker,0,88|89|90|91|92|93|94|95|96|97|98|99,Cis MRTU library|FuGene 6 reagent|TriZol|DNAse I|oligo(dT) primers|Mo-MLV reverse transcriptase|Taq polymerase|6-carboxyfluorescein 5'-labeled reporter primers|HpaI|37|95|24,inducer|potentiator|extractor|potentiator|cofactor|potentiator|potentiator|coupled substrate|potentiator|media_temp_celcius_min|media_temp_celcius_max|media_time_hr,culture|culture|assay|assay|assay|assay|assay|assay|assay|assay|assay|assay
